"","Theatre","Show","Type","Date","Year","Month","Avg_Attendance","Avg_Gross","Avg_Capacity"
"6850","Helen Hayes","Golda'S Balcony","Play","8/8/04",2004,8,2703,118822,57
"6851","Neil Simon","Hairspray","Musical","8/8/04",2004,8,10476,883692,92
"6852","Lyceum","I Am My Own Wife","Play","8/8/04",2004,8,3120,170882,63
"6853","Virginia","Little Shop Of Horrors","Musical","8/8/04",2004,8,6356,346444,66
"6854","Cadillac Winter Garden","Mamma Mia!","Musical","8/8/04",2004,8,10580,888643,88
"6855","Richard Rodgers","Movin' Out","Musical","8/8/04",2004,8,8920,642595,84
"6856","Nederlander","Rent","Musical","8/8/04",2004,8,7180,367951,76
"6857","Ethel Barrymore","Sly Fox","Play","8/8/04",2004,8,5902,330674,70
"6858","Imperial","The Boy From Oz","Musical","8/8/04",2004,8,10032,912240,100
"6859","Vivian Beaumont","The Frogs","Musical","8/8/04",2004,8,8124,629110,97
"6860","New Amsterdam","The Lion King","Musical","8/8/04",2004,8,14552,1179350,101
"6861","Majestic","The Phantom Of The Opera","Musical","8/8/04",2004,8,11753,648728,91
"6862","St. James","The Producers","Musical","8/8/04",2004,8,12478,871475,91
"6863","Gershwin","Wicked","Musical","8/8/04",2004,8,14472,1187804,100
"6864","Al Hirschfeld","Wonderful Town","Musical","8/8/04",2004,8,6484,383050,56
"6865","Ford Center","42Nd Street '01","Musical","8/15/04",2004,8,11282,610072,78
"6866","American Airlines","After The Fall","Play","8/15/04",2004,8,5292,277699,91
"6867","Palace","Aida","Musical","8/15/04",2004,8,11945,693809,88
"6868","Golden","Avenue Q","Musical","8/15/04",2004,8,6340,501136,100
"6869","Lunt-Fontanne","Beauty And The Beast","Musical","8/15/04",2004,8,10320,660849,85
"6870","Broadway","Bombay Dreams","Musical","8/15/04",2004,8,7787,475251,55
"6871","Eugene O'Neill","Caroline, Or Change","Musical","8/15/04",2004,8,5543,314090,66
"6872","Ambassador","Chicago","Musical","8/15/04",2004,8,7957,496048,92
"6873","Belasco","Dracula, The Musical","Musical","8/15/04",2004,8,6520,313621,79
"6874","Minskoff","Fiddler On The Roof 04","Musical","8/15/04",2004,8,8854,550101,65
"6875","Shubert","Forever Tango '04","Musical","8/15/04",2004,8,4484,227851,38
"6876","Circle In The Square","Frozen","Play","8/15/04",2004,8,2754,119901,53
"6877","Helen Hayes","Golda'S Balcony","Play","8/15/04",2004,8,2641,107042,56
"6878","Neil Simon","Hairspray","Musical","8/15/04",2004,8,10092,843638,88
"6879","Lyceum","I Am My Own Wife","Play","8/15/04",2004,8,3324,186347,59
"6880","Virginia","Little Shop Of Horrors","Musical","8/15/04",2004,8,6793,376054,70
"6881","Cadillac Winter Garden","Mamma Mia!","Musical","8/15/04",2004,8,10411,885402,87
"6882","Lyceum","Marc Salem'S Mind Games","Special","8/15/04",2004,8,494,19555,69
"6883","Richard Rodgers","Movin' Out","Musical","8/15/04",2004,8,8933,628986,84
"6884","Nederlander","Rent","Musical","8/15/04",2004,8,7396,378567,78
"6885","Ethel Barrymore","Sly Fox","Play","8/15/04",2004,8,5826,324800,69
"6886","Imperial","The Boy From Oz","Musical","8/15/04",2004,8,11465,1060942,100
"6887","Vivian Beaumont","The Frogs","Musical","8/15/04",2004,8,7882,575116,95
"6888","New Amsterdam","The Lion King","Musical","8/15/04",2004,8,14561,1168783,102
"6889","Majestic","The Phantom Of The Opera","Musical","8/15/04",2004,8,12053,661893,94
"6890","St. James","The Producers","Musical","8/15/04",2004,8,12102,836720,89
"6891","Gershwin","Wicked","Musical","8/15/04",2004,8,14472,1190775,100
"6892","Al Hirschfeld","Wonderful Town","Musical","8/15/04",2004,8,5816,348842,51
"6893","Ford Center","42Nd Street '01","Musical","8/22/04",2004,8,10151,548415,70
"6894","American Airlines","After The Fall","Play","8/22/04",2004,8,5045,264916,87
"6895","Palace","Aida","Musical","8/22/04",2004,8,12395,725879,91
"6896","Golden","Avenue Q","Musical","8/22/04",2004,8,6351,502779,100
"6897","Lunt-Fontanne","Beauty And The Beast","Musical","8/22/04",2004,8,9555,604232,79
"6898","Broadway","Bombay Dreams","Musical","8/22/04",2004,8,8139,480624,58
"6899","Eugene O'Neill","Caroline, Or Change","Musical","8/22/04",2004,8,5801,344726,69
"6900","Ambassador","Chicago","Musical","8/22/04",2004,8,7693,474628,89
"6901","Belasco","Dracula, The Musical","Musical","8/22/04",2004,8,4454,269831,54
"6902","Minskoff","Fiddler On The Roof 04","Musical","8/22/04",2004,8,8268,506150,61
"6903","Shubert","Forever Tango '04","Musical","8/22/04",2004,8,4565,228737,39
"6904","Circle In The Square","Frozen","Play","8/22/04",2004,8,3429,142081,66
"6905","Helen Hayes","Golda'S Balcony","Play","8/22/04",2004,8,2754,105100,58
"6906","Neil Simon","Hairspray","Musical","8/22/04",2004,8,9340,778624,82
"6907","Lyceum","I Am My Own Wife","Play","8/22/04",2004,8,3080,165668,55
"6908","Virginia","Little Shop Of Horrors","Musical","8/22/04",2004,8,6971,394213,72
"6909","Cadillac Winter Garden","Mamma Mia!","Musical","8/22/04",2004,8,11122,908560,93
"6910","Lyceum","Marc Salem'S Mind Games","Special","8/22/04",2004,8,529,23528,74
"6911","Richard Rodgers","Movin' Out","Musical","8/22/04",2004,8,8471,587458,80
"6912","Nederlander","Rent","Musical","8/22/04",2004,8,7009,354201,74
"6913","Ethel Barrymore","Sly Fox","Play","8/22/04",2004,8,2924,137594,35
"6914","Imperial","The Boy From Oz","Musical","8/22/04",2004,8,11466,1057937,100
"6915","Vivian Beaumont","The Frogs","Musical","8/22/04",2004,8,7549,553056,91
"6916","New Amsterdam","The Lion King","Musical","8/22/04",2004,8,14569,1169766,101
"6917","Majestic","The Phantom Of The Opera","Musical","8/22/04",2004,8,11716,639223,91
"6918","St. James","The Producers","Musical","8/22/04",2004,8,12417,839042,91
"6919","Gershwin","Wicked","Musical","8/22/04",2004,8,14472,1201761,100
"6920","Al Hirschfeld","Wonderful Town","Musical","8/22/04",2004,8,5725,335629,50
"6921","Ford Center","42Nd Street '01","Musical","8/29/04",2004,8,8638,478094,60
"6922","American Airlines","After The Fall","Play","8/29/04",2004,8,4531,233098,78
"6923","Palace","Aida","Musical","8/29/04",2004,8,12149,711446,90
"6924","Golden","Avenue Q","Musical","8/29/04",2004,8,6343,495218,100
"6925","Lunt-Fontanne","Beauty And The Beast","Musical","8/29/04",2004,8,8798,532946,73
"6926","Broadway","Bombay Dreams","Musical","8/29/04",2004,8,7738,453786,55
"6927","Eugene O'Neill","Caroline, Or Change","Musical","8/29/04",2004,8,6729,416186,80
"6928","Ambassador","Chicago","Musical","8/29/04",2004,8,5750,347808,67
"6929","Belasco","Dracula, The Musical","Musical","8/29/04",2004,8,4459,258067,54
"6930","Minskoff","Fiddler On The Roof 04","Musical","8/29/04",2004,8,7580,457279,56
"6931","Shubert","Forever Tango '04","Musical","8/29/04",2004,8,3857,202098,33
"6932","Helen Hayes","Golda'S Balcony","Play","8/29/04",2004,8,2328,83281,49
"6933","Neil Simon","Hairspray","Musical","8/29/04",2004,8,9801,699775,86
"6934","Lyceum","I Am My Own Wife","Play","8/29/04",2004,8,2350,124937,42
"6935","Cadillac Winter Garden","Mamma Mia!","Musical","8/29/04",2004,8,11809,803299,99
"6936","Lyceum","Marc Salem'S Mind Games","Special","8/29/04",2004,8,477,18637,67
"6937","Richard Rodgers","Movin' Out","Musical","8/29/04",2004,8,6972,472934,66
"6938","Nederlander","Rent","Musical","8/29/04",2004,8,5338,267313,56
"6939","Ethel Barrymore","Sly Fox","Play","8/29/04",2004,8,2052,88819,24
"6940","Imperial","The Boy From Oz","Musical","8/29/04",2004,8,11469,1062911,100
"6941","Vivian Beaumont","The Frogs","Musical","8/29/04",2004,8,6164,442899,74
"6942","New Amsterdam","The Lion King","Musical","8/29/04",2004,8,14539,1168544,101
"6943","Majestic","The Phantom Of The Opera","Musical","8/29/04",2004,8,9643,535274,75
"6944","St. James","The Producers","Musical","8/29/04",2004,8,10947,712315,80
"6945","Gershwin","Wicked","Musical","8/29/04",2004,8,14472,1204709,100
"6946","Al Hirschfeld","Wonderful Town","Musical","8/29/04",2004,8,5437,323628,47
"6947","Ford Center","42Nd Street '01","Musical","9/5/04",2004,9,8221,435506,57
"6948","American Airlines","After The Fall","Play","9/5/04",2004,9,4317,228618,74
"6949","Palace","Aida","Musical","9/5/04",2004,9,11239,651855,83
"6950","Golden","Avenue Q","Musical","9/5/04",2004,9,5544,425084,87
"6951","Lunt-Fontanne","Beauty And The Beast","Musical","9/5/04",2004,9,7510,448809,62
"6952","Broadway","Bombay Dreams","Musical","9/5/04",2004,9,9248,498458,66
"6953","Ambassador","Chicago","Musical","9/5/04",2004,9,5364,340860,62
"6954","Belasco","Dracula, The Musical","Musical","9/5/04",2004,9,4276,247845,52
"6955","Minskoff","Fiddler On The Roof 04","Musical","9/5/04",2004,9,6841,387935,51
"6956","Helen Hayes","Golda'S Balcony","Play","9/5/04",2004,9,1753,71154,50
"6957","Neil Simon","Hairspray","Musical","9/5/04",2004,9,9895,713593,87
"6958","Cadillac Winter Garden","Mamma Mia!","Musical","9/5/04",2004,9,11166,766824,93
"6959","Lyceum","Marc Salem'S Mind Games","Special","9/5/04",2004,9,788,35823,14
"6960","Richard Rodgers","Movin' Out","Musical","9/5/04",2004,9,6447,387840,61
"6961","Nederlander","Rent","Musical","9/5/04",2004,9,5178,226935,55
"6962","Imperial","The Boy From Oz","Musical","9/5/04",2004,9,11463,1085923,100
"6963","Vivian Beaumont","The Frogs","Musical","9/5/04",2004,9,5556,383814,67
"6964","New Amsterdam","The Lion King","Musical","9/5/04",2004,9,11584,917339,80
"6965","Majestic","The Phantom Of The Opera","Musical","9/5/04",2004,9,8005,444015,62
"6966","St. James","The Producers","Musical","9/5/04",2004,9,10101,708823,74
"6967","Gershwin","Wicked","Musical","9/5/04",2004,9,14472,1211753,100
"6968","Al Hirschfeld","Wonderful Town","Musical","9/5/04",2004,9,5009,300571,44
"6969","Ford Center","42Nd Street '01","Musical","9/12/04",2004,9,7410,393972,51
"6970","American Airlines","After The Fall","Play","9/12/04",2004,9,4727,270708,81
"6971","Golden","Avenue Q","Musical","9/12/04",2004,9,6326,498144,99
"6972","Lunt-Fontanne","Beauty And The Beast","Musical","9/12/04",2004,9,6336,364017,52
"6973","Broadway","Bombay Dreams","Musical","9/12/04",2004,9,8079,455216,57
"6974","Ambassador","Chicago","Musical","9/12/04",2004,9,6455,382307,75
"6975","Belasco","Dracula, The Musical","Musical","9/12/04",2004,9,2745,164958,33
"6976","Minskoff","Fiddler On The Roof 04","Musical","9/12/04",2004,9,6287,382791,46
"6977","Helen Hayes","Golda'S Balcony","Play","9/12/04",2004,9,1845,81178,39
"6978","Neil Simon","Hairspray","Musical","9/12/04",2004,9,9558,687224,84
"6979","Lyceum","I Am My Own Wife","Play","9/12/04",2004,9,3656,182807,74
"6980","Cadillac Winter Garden","Mamma Mia!","Musical","9/12/04",2004,9,11130,833509,93
"6981","Lyceum","Marc Salem'S Mind Games","Special","9/12/04",2004,9,153,7237,21
"6982","Richard Rodgers","Movin' Out","Musical","9/12/04",2004,9,6846,415574,65
"6983","Nederlander","Rent","Musical","9/12/04",2004,9,5425,244814,57
"6984","Imperial","The Boy From Oz","Musical","9/12/04",2004,9,11455,1405141,100
"6985","Vivian Beaumont","The Frogs","Musical","9/12/04",2004,9,6361,432657,76
"6986","New Amsterdam","The Lion King","Musical","9/12/04",2004,9,12433,980524,86
"6987","Majestic","The Phantom Of The Opera","Musical","9/12/04",2004,9,7697,430414,60
"6988","St. James","The Producers","Musical","9/12/04",2004,9,10408,736676,76
"6989","Gershwin","Wicked","Musical","9/12/04",2004,9,14472,1192471,100
"6990","Al Hirschfeld","Wonderful Town","Musical","9/12/04",2004,9,4737,279350,41
"6991","Ford Center","42Nd Street '01","Musical","9/19/04",2004,9,10549,563018,73
"6992","Golden","Avenue Q","Musical","9/19/04",2004,9,6300,489977,99
"6993","Lunt-Fontanne","Beauty And The Beast","Musical","9/19/04",2004,9,10078,534095,83
"6994","Broadway","Bombay Dreams","Musical","9/19/04",2004,9,8110,487910,58
"6995","Ambassador","Chicago","Musical","9/19/04",2004,9,7795,488635,90
"6996","Belasco","Dracula, The Musical","Musical","9/19/04",2004,9,3661,218999,44
"6997","Minskoff","Fiddler On The Roof 04","Musical","9/19/04",2004,9,8557,505891,63
"6998","Helen Hayes","Golda'S Balcony","Play","9/19/04",2004,9,1404,66135,30
"6999","Neil Simon","Hairspray","Musical","9/19/04",2004,9,10179,757630,89
"7000","Lyceum","I Am My Own Wife","Play","9/19/04",2004,9,3601,191114,64
"7001","Cadillac Winter Garden","Mamma Mia!","Musical","9/19/04",2004,9,11533,891564,96
"7002","Lyceum","Marc Salem'S Mind Games","Special","9/19/04",2004,9,197,8651,28
"7003","Richard Rodgers","Movin' Out","Musical","9/19/04",2004,9,8440,528365,80
"7004","Nederlander","Rent","Musical","9/19/04",2004,9,6549,295327,69
"7005","Vivian Beaumont","The Frogs","Musical","9/19/04",2004,9,7197,468577,86
"7006","New Amsterdam","The Lion King","Musical","9/19/04",2004,9,13654,1077422,95
"7007","Majestic","The Phantom Of The Opera","Musical","9/19/04",2004,9,9656,538661,75
"7008","St. James","The Producers","Musical","9/19/04",2004,9,11579,825763,85
"7009","Gershwin","Wicked","Musical","9/19/04",2004,9,14236,1165487,98
"7010","Al Hirschfeld","Wonderful Town","Musical","9/19/04",2004,9,5323,322087,46
"7011","Ford Center","42Nd Street '01","Musical","9/26/04",2004,9,11325,589109,78
"7012","Golden","Avenue Q","Musical","9/26/04",2004,9,6329,496435,99
"7013","Lunt-Fontanne","Beauty And The Beast","Musical","9/26/04",2004,9,9196,473316,76
"7014","Broadway","Bombay Dreams","Musical","9/26/04",2004,9,7403,431102,53
"7015","Plymouth","Brooklyn","Musical","9/26/04",2004,9,2542,135106,61
"7016","Ambassador","Chicago","Musical","9/26/04",2004,9,7874,489131,91
"7017","Belasco","Dracula, The Musical","Musical","9/26/04",2004,9,4233,229482,51
"7018","Minskoff","Fiddler On The Roof 04","Musical","9/26/04",2004,9,7557,435541,56
"7019","Helen Hayes","Golda'S Balcony","Play","9/26/04",2004,9,1948,77364,41
"7020","Neil Simon","Hairspray","Musical","9/26/04",2004,9,10435,761949,91
"7021","Lyceum","I Am My Own Wife","Play","9/26/04",2004,9,3813,185652,68
"7022","Cadillac Winter Garden","Mamma Mia!","Musical","9/26/04",2004,9,11700,912227,98
"7023","Lyceum","Marc Salem'S Mind Games","Special","9/26/04",2004,9,139,7809,20
"7024","Richard Rodgers","Movin' Out","Musical","9/26/04",2004,9,8340,530018,79
"7025","Biltmore","Reckless","Play","9/26/04",2004,9,2997,149256,92
"7026","Nederlander","Rent","Musical","9/26/04",2004,9,5829,276276,62
"7027","Vivian Beaumont","The Frogs","Musical","9/26/04",2004,9,7538,483082,90
"7028","New Amsterdam","The Lion King","Musical","9/26/04",2004,9,13664,1087707,95
"7029","Majestic","The Phantom Of The Opera","Musical","9/26/04",2004,9,10025,552190,78
"7030","St. James","The Producers","Musical","9/26/04",2004,9,12099,850513,89
"7031","Gershwin","Wicked","Musical","9/26/04",2004,9,14472,1172291,100
"7032","Al Hirschfeld","Wonderful Town","Musical","9/26/04",2004,9,5653,338230,49
"7033","Ford Center","42Nd Street '01","Musical","10/3/04",2004,10,11296,602620,78
"7034","Golden","Avenue Q","Musical","10/3/04",2004,10,6347,495395,100
"7035","Lunt-Fontanne","Beauty And The Beast","Musical","10/3/04",2004,10,9002,485842,75
"7036","Broadway","Bombay Dreams","Musical","10/3/04",2004,10,7670,456659,54
"7037","Plymouth","Brooklyn","Musical","10/3/04",2004,10,4344,208899,59
"7038","Ambassador","Chicago","Musical","10/3/04",2004,10,7665,487703,89
"7039","Belasco","Dracula, The Musical","Musical","10/3/04",2004,10,4237,249410,51
"7040","Minskoff","Fiddler On The Roof 04","Musical","10/3/04",2004,10,7827,445435,58
"7041","Shubert","Forever Tango '04","Musical","10/3/04",2004,10,2535,120904,22
"7042","Helen Hayes","Golda'S Balcony","Play","10/3/04",2004,10,2400,98816,51
"7043","Neil Simon","Hairspray","Musical","10/3/04",2004,10,10435,777754,91
"7044","Lyceum","I Am My Own Wife","Play","10/3/04",2004,10,4162,220626,74
"7045","Cadillac Winter Garden","Mamma Mia!","Musical","10/3/04",2004,10,11597,898667,97
"7046","Lyceum","Marc Salem'S Mind Games","Special","10/3/04",2004,10,73,3668,10
"7047","Richard Rodgers","Movin' Out","Musical","10/3/04",2004,10,8446,552512,80
"7048","Biltmore","Reckless","Play","10/3/04",2004,10,4889,237346,94
"7049","Nederlander","Rent","Musical","10/3/04",2004,10,6221,294097,66
"7050","Vivian Beaumont","The Frogs","Musical","10/3/04",2004,10,7349,491948,88
"7051","New Amsterdam","The Lion King","Musical","10/3/04",2004,10,13156,1043576,91
"7052","Majestic","The Phantom Of The Opera","Musical","10/3/04",2004,10,9453,521477,74
"7053","St. James","The Producers","Musical","10/3/04",2004,10,11906,864249,87
"7054","American Airlines","Twelve Angry Men","Play","10/3/04",2004,10,2883,143510,78
"7055","Gershwin","Wicked","Musical","10/3/04",2004,10,14472,1178866,100
"7056","Al Hirschfeld","Wonderful Town","Musical","10/3/04",2004,10,6212,370862,54
"7057","Ford Center","42Nd Street '01","Musical","10/10/04",2004,10,12540,695437,86
"7058","Golden","Avenue Q","Musical","10/10/04",2004,10,6342,498969,100
"7059","Lunt-Fontanne","Beauty And The Beast","Musical","10/10/04",2004,10,9937,598576,82
"7060","Broadway","Bombay Dreams","Musical","10/10/04",2004,10,8716,528994,62
"7061","Plymouth","Brooklyn","Musical","10/10/04",2004,10,4940,245496,68
"7062","Ambassador","Chicago","Musical","10/10/04",2004,10,8183,562964,95
"7063","Belasco","Dracula, The Musical","Musical","10/10/04",2004,10,4677,282778,57
"7064","Minskoff","Fiddler On The Roof 04","Musical","10/10/04",2004,10,10070,583177,74
"7065","Shubert","Forever Tango '04","Musical","10/10/04",2004,10,3134,152833,27
"7066","Helen Hayes","Golda'S Balcony","Play","10/10/04",2004,10,2444,105698,52
"7067","Neil Simon","Hairspray","Musical","10/10/04",2004,10,11292,836959,99
"7068","Lyceum","I Am My Own Wife","Play","10/10/04",2004,10,4607,245612,82
"7069","Cadillac Winter Garden","Mamma Mia!","Musical","10/10/04",2004,10,11885,970190,99
"7070","Lyceum","Marc Salem'S Mind Games","Special","10/10/04",2004,10,120,6790,17
"7071","Richard Rodgers","Movin' Out","Musical","10/10/04",2004,10,9736,651808,92
"7072","Biltmore","Reckless","Play","10/10/04",2004,10,4622,227372,89
"7073","Nederlander","Rent","Musical","10/10/04",2004,10,7764,378238,82
"7074","Vivian Beaumont","The Frogs","Musical","10/10/04",2004,10,7498,513792,90
"7075","New Amsterdam","The Lion King","Musical","10/10/04",2004,10,13754,1113510,95
"7076","Majestic","The Phantom Of The Opera","Musical","10/10/04",2004,10,11031,614246,86
"7077","St. James","The Producers","Musical","10/10/04",2004,10,12502,933822,92
"7078","American Airlines","Twelve Angry Men","Play","10/10/04",2004,10,4763,250663,80
"7079","Gershwin","Wicked","Musical","10/10/04",2004,10,14472,1202536,100
"7080","Al Hirschfeld","Wonderful Town","Musical","10/10/04",2004,10,7530,488624,66
"7081","Ford Center","42Nd Street '01","Musical","10/17/04",2004,10,12578,684966,87
"7082","Golden","Avenue Q","Musical","10/17/04",2004,10,6348,502367,100
"7083","Lunt-Fontanne","Beauty And The Beast","Musical","10/17/04",2004,10,10107,594474,84
"7084","Broadway","Bombay Dreams","Musical","10/17/04",2004,10,9207,529298,65
"7085","Plymouth","Brooklyn","Musical","10/17/04",2004,10,5101,268959,70
"7086","Ambassador","Chicago","Musical","10/17/04",2004,10,8403,570254,97
"7087","Belasco","Dracula, The Musical","Musical","10/17/04",2004,10,5395,319959,66
"7088","Minskoff","Fiddler On The Roof 04","Musical","10/17/04",2004,10,10166,579126,75
